0.2314 	 NaN 	 0.1022 	 50.66 	 6.39 	 5.000000e-02 	 8.00e+01 	 3.00e+01 	 1  	 1  	 1  	 1 	 2  	 20 	 1 
0.2615 	 NaN 	 0.1738 	 52.23 	 4.69 	 5.000000e-02 	 8.00e+01 	 3.00e+01 	 1  	 1  	 1  	 1 	 2  	 20 	 2 
0.3959 	 NaN 	 0.1615 	 50.50 	 10.61 	 5.000000e-02 	 8.00e+01 	 3.00e+01 	 1  	 1  	 1  	 1 	 2  	 20 	 3 
0.2303 	 NaN 	 0.0941 	 56.84 	 5.95 	 5.000000e-02 	 8.00e+01 	 3.00e+01 	 1  	 1  	 1  	 1 	 2  	 20 	 4 
0.2880 	 NaN 	 0.1281 	 49.81 	 7.93 	 5.000000e-02 	 8.00e+01 	 3.00e+01 	 1  	 1  	 1  	 1 	 2  	 20 	 5 
0.2796 	 NaN 	 0.1679 	 51.08 	 8.87 	 5.000000e-02 	 8.00e+01 	 3.00e+01 	 1  	 1  	 1  	 1 	 2  	 20 	 6 
0.3066 	 NaN 	 0.1035 	 50.30 	 8.78 	 5.000000e-02 	 8.00e+01 	 3.00e+01 	 1  	 1  	 1  	 1 	 2  	 20 	 7 
0.3726 	 NaN 	 0.1167 	 50.91 	 5.33 	 5.000000e-02 	 8.00e+01 	 3.00e+01 	 1  	 1  	 1  	 1 	 2  	 20 	 8 
0.2860 	 NaN 	 0.1720 	 50.92 	 7.27 	 5.000000e-02 	 8.00e+01 	 3.00e+01 	 1  	 1  	 1  	 1 	 2  	 20 	 9 
0.2229 	 NaN 	 0.1496 	 50.44 	 6.69 	 5.000000e-02 	 8.00e+01 	 3.00e+01 	 1  	 1  	 1  	 1 	 2  	 20 	 10 
0.2305 	 NaN 	 0.0639 	 50.11 	 4.94 	 5.000000e-02 	 8.00e+01 	 3.00e+01 	 1  	 1  	 1  	 1 	 2  	 20 	 11 
0.2190 	 NaN 	 0.1539 	 49.28 	 6.33 	 5.000000e-02 	 8.00e+01 	 3.00e+01 	 1  	 1  	 1  	 1 	 2  	 20 	 12 
0.2394 	 NaN 	 0.1770 	 51.70 	 7.77 	 5.000000e-02 	 8.00e+01 	 3.00e+01 	 1  	 1  	 1  	 1 	 2  	 20 	 13 
0.2299 	 NaN 	 0.2017 	 51.14 	 5.70 	 5.000000e-02 	 8.00e+01 	 3.00e+01 	 1  	 1  	 1  	 1 	 2  	 20 	 14 
0.2589 	 NaN 	 0.2691 	 50.19 	 5.89 	 5.000000e-02 	 8.00e+01 	 3.00e+01 	 1  	 1  	 1  	 1 	 2  	 20 	 15 
